"Country Name","Country Code","Year","average_value_Grants, excluding technical cooperation (BoP, current US$)","average_value_Incidence of tuberculosis (per 100,000 people)","average_value_Maternal mortality ratio (modeled estimate, per 100,000 live births)","average_value_Mortality rate, under-5 (per 1,000 live births)","average_value_Net ODA received (% of GNI)","average_value_Net ODA received (% of gross capital formation)","average_value_Net ODA received (% of imports of goods, services and primary income)","average_value_Net ODA received per capita (current US$)","average_value_Net bilateral aid flows from DAC donors, Belgium (current US$)","average_value_Net bilateral aid flows from DAC donors, European Union institutions (current US$)","average_value_Net bilateral aid flows from DAC donors, Japan (current US$)","average_value_Net bilateral aid flows from DAC donors, Luxembourg (current US$)","average_value_Net bilateral aid flows from DAC donors, Netherlands (current US$)","average_value_Net bilateral aid flows from DAC donors, New Zealand (current US$)","average_value_Net bilateral aid flows from DAC donors, Norway (current US$)","average_value_Net bilateral aid flows from DAC donors, Poland (current US$)","average_value_Net bilateral aid flows from DAC donors, Portugal (current US$)","average_value_Net bilateral aid flows from DAC donors, Slovak Republic (current US$)","average_value_Net bilateral aid flows from DAC donors, Slovenia (current US$)","average_value_Net bilateral aid flows from DAC donors, Sweden (current US$)","average_value_Net bilateral aid flows from DAC donors, Switzerland (current US$)","average_value_Net bilateral aid flows from DAC donors, Total (current US$)","average_value_Net bilateral aid flows from DAC donors, United Kingdom (current US$)","average_value_Net bilateral aid flows from DAC donors, United States (current US$)","average_value_Net migration","average_value_Net official aid received (constant 2018 US$)","average_value_Net official aid received (current US$)","average_value_Net official development assistance and official aid received (constant 2018 US$)","average_value_Net official development assistance and official aid received (current US$)","average_value_Net official development assistance received (constant 2018 US$)","average_value_Net official development assistance received (current US$)","average_value_Net official flows from UN agencies, FAO (current US$)","average_value_Net official flows from UN agencies, IAEA (current US$)","average_value_Net official flows from UN agencies, IFAD (current US$)","average_value_Net official flows from UN agencies, ILO (current US$)","average_value_Net official flows from UN agencies, UNAIDS (current US$)","average_value_Net official flows from UN agencies, UNDP (current US$)","average_value_Net official flows from UN agencies, UNFPA (current US$)","average_value_Net official flows from UN agencies, UNHCR (current US$)","average_value_Net official flows from UN agencies, UNICEF (current US$)","average_value_Net official flows from UN agencies, UNPBF (current US$)","average_value_Net official flows from UN agencies, UNTA (current US$)","average_value_Net official flows from UN agencies, WFP (current US$)","average_value_Net official flows from UN agencies, WHO (current US$)","average_value_Pregnant women receiving prenatal care (%)","average_value_Prevalence of HIV, total (% of population ages 15-49)","average_value_Primary completion rate, total (% of relevant age group)","average_value_School enrollment, primary and secondary (gross), gender parity index (GPI)","average_value_Technical cooperation grants (BoP, current US$)","average_value_Vulnerable employment, total (% of total employment) (modeled ILO estimate)"
"Uruguay","URY","2018","","33","","7.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","103.224647521973","1.05440998077393","","24.4299995899201"
"Virgin Islands (U.S.)","VIR","1995","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.91999998688698"
"Yemen, Rep.","YEM","2017","2689870000","48","164","57","12.1141488530691","","","116.185808115084","11789999.961853","163419998.168945","50569999.6948242","1789999.96185303","42880001.0681152","3200000.04768372","33240001.6784668","540000.021457672","109999.999403954","569999.992847443","70000.0002980232","36419998.1689453","14619999.8855591","1433320014.49913","263869995.117188","439420013.427734","-150000","","","3370760009.76563","3234010009.76563","3370760009.76563","3234010009.76563","","252237.617969513","","301129.996776581","","2222517.49038696","2553801.53656006","","8384129.52423096","501013.994216919","","17885910.0341797","1974568.72463226","","0.1","","","69690000","46.9299983978272"
"South Africa","ZAF","2010","834180000","1230","171","51.2","0.282096888399046","1.41486113241111","0.89642103951215","20.2329438900833","15329999.9237061","153110000.610352","7110000.1335144","360000.014305115","36049999.2370605","1029999.97138977","24739999.7711182","29999.9993294477","50000.0007450581","","19999.9995529652","14300000.1907349","7449999.80926514","971119983.756915","39290000.9155273","525669982.910156","","","","1099420043.94531","1036270019.53125","1099420043.94531","1036270019.53125","","779999.971389771","","","1490000.00953674","660000.026226044","1669999.95708466","3660000.08583069","1159999.9666214","","","","","","17.7","","1.00054001808167","173470000","10.2999995946884"
"Angola","AGO","1984","53640000","","","227.1","","","","9.71527552671221","1850000.02384186","8729999.54223633","","","16659999.8474121","","209999.993443489","","","","","14579999.9237061","1490000.00953674","68309998.927638","200000.002980232","7000000","","","","258709991.455078","93410003.6621094","258709991.455078","93410003.6621094","","","","","","3369999.88555908","159999.996423721","5980000.01907349","3299999.95231628","","460000.00834465","9539999.96185303","","","","","","21950000",""
"Armenia","ARM","2016","172600000","44","26","13.7","3.02494079542542","17.1810694447039","6.43667341300492","111.176311225487","209999.993443489","110830001.831055","-5670000.07629395","","219999.998807907","","270000.010728836","170000.001788139","0","9999.99977648258","","600000.023841858","7280000.20980835","254320002.786816","589999.973773956","24750000","","","","359299987.792969","326429992.675781","359299987.792969","326429992.675781","","134050.205349922","5014177.79922485","109499.998390675","","608697.056770325","497763.097286224","","979520.02286911","","","","347460.269927979","99.6","0.2","90.7516098022461","","30260000","40.9099998474121"
"Belgium","BEL","2015","","9.5","5","3.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.08054995536804","","10.879999756813"
"Benin","BEN","1969","6380000","","","266.5","4.00306849662823","31.3729108203063","","4.6094638335383","90000.0035762787","3160000.08583069","","","","","","","","","","","449999.988079071","11219999.9950826","50000.0007450581","1000000","","","","90190002.4414063","13140000.3433228","90190002.4414063","13140000.3433228","","","","","","1019999.98092651","","","","","270000.010728836","300000.011920929","","","","","","7170000",""
"Bulgaria","BGR","1966","","","","36.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bahrain","BHR","1995","104660000","","","18.1","1.72469971062262","11.6872458863102","1.20788700354269","177.169340225763","","9999.99977648258","1330000.04291534","","","","","","","","","","","1830000.02615153","","","","","","118559997.558594","99870002.746582","118559997.558594","99870002.746582","","","","","","50000.0007450581","","","","","370000.004768372","","","97.1","","93.9359588623047","1.02302002906799","2240000","2.44000010564923"
"Bolivia","BOL","2007","415350000","148","246","49.5","3.47398421471352","22.0218960108853","8.77671649057197","45.9060370057244","14890000.3433228","43860000.6103516","36930000.3051758","1080000.04291534","48259998.3215332","","5070000.17166138","9999.99977648258","","","","25959999.0844727","14689999.5803833","405489992.562681","-105190002.441406","122389999.389648","-67700","","","477000000","438790008.544922","477000000","438790008.544922","","209999.993443489","-349999.994039536","","50000.0007450581","1620000.00476837","1200000.04768372","","1710000.03814697","","1350000.02384186","4619999.88555908","","","0.2","","0.989629983901978","105580000","56.3199977874756"
"Barbados","BRB","1980","710000","","","26.9","","3.37033779602581","1.14642620538934","28.1709119827979","","129999.995231628","50000.0007450581","","109999.999403954","9999.99977648258","9999.99977648258","","","","","","","2099999.96237457","1279999.97138977","","","","","16200000.7629395","7110000.1335144","16200000.7629395","7110000.1335144","","","","","","730000.019073486","319999.992847443","","70000.0002980232","","79999.9982118607","250000","","","","","1.06754994392395","2110000",""
"Brunei Darussalam","BRN","2000","-130000","106","28","10.3","","","","","","","189999.997615814","","","","","","","","","","","619999.98986721","9999.99977648258","","","1000000","629999.995231628","1000000","629999.995231628","","","","","","","","","","","","","9999.99977648258","","","","","114.790946960449","0.982150018215179","760000","4.31999993324279"
"Botswana","BWA","1968","14760000","","","132.8","23.7910403090025","82.2094509307654","","28.042737150627","","","","","","","","","","","","250000","","15299999.859184","13659999.8474121","1110000.01430511","","","","137210006.713867","16739999.7711182","137210006.713867","16739999.7711182","","","","","","1440000.05722046","","","","","","","","","","","","1900000",""
"Central African Republic","CAF","1969","8860000","","","229.1","10.5970284008597","64.3727418395758","","11.1362828458192","29999.9993294477","4219999.79019165","","","","","","","","","","39999.9991059303","","18009999.9662489","119999.997317791","","","","","131949996.948242","19809999.4659424","131949996.948242","19809999.4659424","","","","","","860000.014305115","","479999.989271164","","","150000.005960464","219999.998807907","","","","","","8680000",""
"Central Europe and the Baltics","CEB","1993","","","","17.6647135039039","0.0026323666156746","","0.0072703080682676","0.0648843604959652","16000000.0745058","406839997.768402","118709998.819977","649999.991059302","26719999.6709824","","27869999.2299079","","","","","20659999.7356534","53660000.2050399","1799839997.26176","47660000.20504","82000000","","2585569976.80664","1804770057.67822","2596339977.26441","1811910057.54471","10770000.4577637","7139999.8664856","","","","","","1769999.95857477","270000.003278255","5450000.22649765","879999.995231628","","3509999.96811151","","","","","91.595947265625","1.00399","","22.5061803683437"
"Switzerland","CHE","1982","","","","9.7","","","","","","","","","","","","","","","","","","","","","81040","","","","","","","","","","","","","","","","","","","","","","51.8422012329102","0.943560004234314","",""
"Switzerland","CHE","2013","","6.6","6","4.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","96.8557510375977","0.985319972038269","","9.24000024795532"
"Cameroon","CMR","2012","319210000","242","580","101.7","2.08382560818558","9.01089879513401","6.77844549210094","27.7943943126309","2359999.89509583","99279998.7792969","16000000","439999.997615814","","","829999.983310699","59999.9986588955","9999.99977648258","","","1919999.95708466","2650000.09536743","356799996.854737","1960000.03814697","26719999.3133545","-36000","","","580750000","597169982.910156","580750000","597169982.910156","","159999.996423721","4679999.82833862","982251.822948456","719204.604625702","1813466.3105011","2878715.03829956","136899.992823601","5984354.97283936","","","5818232.05947876","1096569.65732574","","4.1","74.2418212890625","0.869220018386841","165150000","75.9299983978271"
"Cuba","CUB","1991","14660000","","","12.9","0.154760824993501","1.08514899481822","","3.45995996313646","","","370000.004768372","","219999.998807907","","460000.00834465","","","","","2710000.03814697","39999.9991059303","19220000.2595782","19999.9995529652","","","","","52069999.6948242","36930000.3051758","52069999.6948242","36930000.3051758","","","","","","2099999.90463257","509999.990463257","259999.990463257","519999.980926514","","1840000.0333786","12479999.5422363","","","0.1","93.3784027099609","1.06269001960754","12700000","5.46000009775162"
"Djibouti","DJI","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8","63.0319709777832","1.00157999992371","",""
"Dominican Republic","DOM","1972","6250000","","","116.6","1.21065618724851","6.26531886119468","5.00612013780647","5.16037991571954","","50000.0007450581","59999.9986588955","","19999.9995529652","","","","","","","","","22349999.9921769","9999.99977648258","22000000","-70824","","","115629997.253418","24540000.9155273","115629997.253418","24540000.9155273","","","","","","1460000.03814697","","","109999.999403954","","129999.995231628","200000.002980232","","","","","","5000000",""
"Algeria","DZA","1966","78050000","","","246.4","4.34909876085711","24.1006431907653","","9.83675711974795","","4079999.92370605","","","","","59999.9986588955","","","","","","159999.996423721","129139996.234328","","27139999.3896484","","","","882520019.53125","126919998.168945","882520019.53125","126919998.168945","","","","","","","","","","","","","","","","","","45930000",""
"East Asia & Pacific","EAS","1983","","","","","0.193286465921134","0.640138312205399","","2.44104943266827","24960000.4386157","70789999.4403124","1220620011.75992","","82110000.1558661","45480000.0488758","20380000.1628697","","","","","59549999.922514","7070000.13999641","3303160027.6716","50319999.4117022","363000000","","","","9687289967.72319","3990109980.67074","9687289967.72319","3990109980.67074","","","13880000.077188","","","82370000.2655387","20849999.5227903","65860001.0611117","42500000.461936","","23750000.2123415","68070000.7863343","","","","","0.84237","",""
"East Asia & Pacific","EAS","1971","","","","","0.453880509820026","1.31940716558011","","1.54089089394532","7120000.13887882","2579999.97213483","347689996.257424","","48320000.0692159","0","119999.999180436","","","","","5079999.83429909","560000.002384186","1942869999.00825","71549999.8815358","1040000000","","","","11703520074.7252","2040270000.02936","11703520074.7252","2040270000.02936","","","","","","26819999.800995","","499999.986961484","9850000.32000244","","5969999.99321997","10370000.300929","","","","","","",""
"European Union","EUU","2018","","","","4.03232410311584","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.6048965454102","0.99847","","10.9978225660213"
"Micronesia, Fed. Sts.","FSM","1995","64050000","","","54.5","31.6121386531802","","","683.963389145467","","","18209999.0844727","","","189999.997615814","","","","","","","","71829999.0575761","","52000000","","","","98449996.9482422","73550003.0517578","98449996.9482422","73550003.0517578","","","","","","1090000.0333786","159999.996423721","","","","469999.998807907","","","","","","","9500000",""
"Gibraltar","GIB","1991","2550000","","","","","","","88.5565601889253","","","","","","","","","","","","","","2569999.9332428","2569999.9332428","","","","","3329999.92370605","2569999.9332428","3329999.92370605","2569999.9332428","","","","","","","","","","","","","","","","","","180000",""
"Guinea","GIN","1998","172730000","","","178.1","10.3659358922226","52.1672833574883","33.0412325595412","45.7423275123892","1129999.99523163","49810001.373291","42299999.2370605","689999.997615814","90000.0035762787","","70000.0002980232","","","","","920000.016689301","360000.014305115","198300001.341849","479999.989271164","13840000.1525879","","","","487739990.234375","359570007.324219","487739990.234375","359570007.324219","","","2529999.97138977","","","6539999.96185303","800000.011920929","19639999.3896484","2519999.98092651","","1419999.95708466","1200000.04768372","","","1.5","25.4532203674316","","49080000","92.0799980163575"
"Guinea","GIN","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4","","","",""
"Gambia, The","GMB","2013","84850000","176","644","64.8","8.34361785584991","55.4915478953292","28.1942646132299","57.1877300758351","300000.011920929","16780000.6866455","7039999.96185303","259999.990463257","","","129999.995231628","","9999.99977648258","","","439999.997615814","","46900000.6467104","12670000.0762939","2819999.9332428","","","","105540000.915527","112300003.051758","105540000.915527","112300003.051758","532845.675945282","","5429999.82833862","401473.492383957","130332.708358765","2704353.09410095","1047799.94487762","264402.002096176","1127774.23858643","","","435611.009597778","931884.109973907","86.2","1.9","66.4179992675781","","17640000","72.9000005722046"
"Greece","GRC","1988","","","","11.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.5689086914063","0.980080008506775","",""
